Date,Season,Playoff,Team1,Team2,Score1,Score2
1982-01-03,1981,1,SF,NYG,38,24
1982-01-03,1981,1,CIN,BUF,28,21
1982-01-10,1981,1,SF,DAL,28,27
1982-01-10,1981,1,CIN,LAC,27,7
1982-01-24,1981,1,SF,CIN,26,21
1982-09-12,1982,0,SF,OAK,17,23
1982-09-12,1982,0,CIN,TEN,27,6
1982-09-12,1982,0,IND,NE,13,24
1982-09-12,1982,0,DET,CHI,17,10
1982-09-12,1982,0,MIN,TB,17,10
1982-09-12,1982,0,NO,ARI,7,21
1982-09-12,1982,0,NYG,ATL,14,16
1982-09-12,1982,0,NYJ,MIA,28,45
1982-09-12,1982,0,SEA,CLE,7,21
1982-09-12,1982,0,BUF,KC,14,9
1982-09-12,1982,0,PHI,WSH,34,37
1982-09-12,1982,0,DEN,LAC,3,23
1982-09-12,1982,0,GB,LAR,35,23
1982-09-13,1982,0,DAL,PIT,28,36
1982-09-16,1982,0,BUF,MIN,23,22
1982-09-19,1982,0,ATL,OAK,14,38
1982-09-19,1982,0,LAR,DET,14,19
1982-09-19,1982,0,CLE,PHI,21,24
1982-09-19,1982,0,DEN,SF,24,21
1982-09-19,1982,0,CHI,NO,0,10
1982-09-19,1982,0,ARI,DAL,7,24
1982-09-19,1982,0,TB,WSH,13,21
1982-09-19,1982,0,PIT,CIN,26,20
1982-09-19,1982,0,TEN,SEA,23,21
1982-09-19,1982,0,NE,NYJ,7,31
1982-09-19,1982,0,MIA,IND,24,20
1982-09-19,1982,0,KC,LAC,19,12
1982-09-20,1982,0,NYG,GB,19,27
1982-11-21,1982,0,CLE,NE,10,7
1982-11-21,1982,0,GB,MIN,26,7
1982-11-21,1982,0,ATL,LAR,34,17
1982-11-21,1982,0,PHI,CIN,14,18
1982-11-21,1982,0,TEN,PIT,10,24
1982-11-21,1982,0,NYJ,IND,37,0
1982-11-21,1982,0,NYG,WSH,17,27
1982-11-21,1982,0,NO,KC,27,17
1982-11-21,1982,0,DEN,SEA,10,17
1982-11-21,1982,0,DAL,TB,14,9
1982-11-21,1982,0,ARI,SF,20,31
1982-11-21,1982,0,CHI,DET,20,17
1982-11-21,1982,0,BUF,MIA,7,9
1982-11-22,1982,0,OAK,LAC,28,24
1982-11-25,1982,0,DET,NYG,6,13
1982-11-25,1982,0,DAL,CLE,31,14
1982-11-28,1982,0,SEA,PIT,16,0
1982-11-28,1982,0,WSH,PHI,13,9
1982-11-28,1982,0,LAC,DEN,30,20
1982-11-28,1982,0,NE,TEN,29,21
1982-11-28,1982,0,MIN,CHI,35,7
1982-11-28,1982,0,CIN,OAK,31,17
1982-11-28,1982,0,BUF,IND,20,0
1982-11-28,1982,0,ATL,ARI,20,23
1982-11-28,1982,0,NYJ,GB,15,13
1982-11-28,1982,0,LAR,KC,20,14
1982-11-28,1982,0,SF,NO,20,23
1982-11-29,1982,0,TB,MIA,23,17
1982-12-02,1982,0,LAR,SF,24,30
1982-12-05,1982,0,CLE,LAC,13,30
1982-12-05,1982,0,CHI,NE,26,13
1982-12-05,1982,0,IND,CIN,17,20
1982-12-05,1982,0,DEN,ATL,27,34
1982-12-05,1982,0,GB,BUF,33,21
1982-12-05,1982,0,MIA,MIN,22,14
1982-12-05,1982,0,NO,TB,10,13
1982-12-05,1982,0,NYG,TEN,17,14
1982-12-05,1982,0,OAK,SEA,28,23
1982-12-05,1982,0,WSH,DAL,10,24
1982-12-05,1982,0,PIT,KC,35,14
1982-12-05,1982,0,PHI,ARI,20,23
1982-12-06,1982,0,DET,NYJ,13,28
1982-12-11,1982,0,SF,LAC,37,41
1982-12-11,1982,0,NYG,PHI,23,7
1982-12-12,1982,0,NE,MIA,3,0
1982-12-12,1982,0,NYJ,TB,32,17
1982-12-12,1982,0,LAR,DEN,24,27
1982-12-12,1982,0,KC,OAK,16,21
1982-12-12,1982,0,GB,DET,10,30
1982-12-12,1982,0,SEA,CHI,20,14
1982-12-12,1982,0,ARI,WSH,7,12
1982-12-12,1982,0,CIN,CLE,23,10
1982-12-12,1982,0,BUF,PIT,13,0
1982-12-12,1982,0,ATL,NO,35,0
1982-12-12,1982,0,MIN,IND,13,10
1982-12-13,1982,0,TEN,DAL,7,37
1982-12-18,1982,0,OAK,LAR,37,31
1982-12-18,1982,0,MIA,NYJ,20,19
1982-12-19,1982,0,DET,MIN,31,34
1982-12-19,1982,0,SF,ATL,7,17
1982-12-19,1982,0,SEA,NE,0,16
1982-12-19,1982,0,PHI,TEN,35,14
1982-12-19,1982,0,DAL,NO,21,7
1982-12-19,1982,0,IND,GB,20,20
1982-12-19,1982,0,CLE,PIT,10,9
1982-12-19,1982,0,CHI,ARI,7,10
1982-12-19,1982,0,DEN,KC,16,37
1982-12-19,1982,0,WSH,NYG,15,14
1982-12-19,1982,0,TB,BUF,24,23
1982-12-20,1982,0,LAC,CIN,50,34
1982-12-26,1982,0,ARI,NYG,24,21
1982-12-26,1982,0,CIN,SEA,24,10
1982-12-26,1982,0,ATL,GB,7,38
1982-12-26,1982,0,LAC,IND,44,26
1982-12-26,1982,0,TEN,CLE,14,20
1982-12-26,1982,0,PIT,NE,37,14
1982-12-26,1982,0,OAK,DEN,27,10
1982-12-26,1982,0,TB,DET,23,21
1982-12-26,1982,0,KC,SF,13,26
1982-12-26,1982,0,DAL,PHI,20,24
1982-12-26,1982,0,LAR,CHI,26,34
1982-12-26,1982,0,NO,WSH,10,27
1982-12-26,1982,0,MIN,NYJ,14,42
1982-12-27,1982,0,MIA,BUF,27,10
1983-01-02,1982,0,IND,MIA,7,34
1983-01-02,1982,0,SEA,DEN,13,11
1983-01-02,1982,0,SF,LAR,20,21
1983-01-02,1982,0,WSH,ARI,28,0
1983-01-02,1982,0,TB,CHI,26,23
1983-01-02,1982,0,PIT,CLE,37,21
1983-01-02,1982,0,PHI,NYG,24,26
1983-01-02,1982,0,TEN,CIN,27,35
1983-01-02,1982,0,NE,BUF,30,19
1983-01-02,1982,0,NO,ATL,35,6
1983-01-02,1982,0,KC,NYJ,37,13
1983-01-02,1982,0,DET,GB,27,24
1983-01-02,1982,0,LAC,OAK,34,41
1983-01-03,1982,0,MIN,DAL,31,27
1983-01-08,1982,1,WSH,DET,31,7
1983-01-08,1982,1,GB,ARI,41,16
1983-01-08,1982,1,MIA,NE,28,13
1983-01-08,1982,1,OAK,CLE,27,10
1983-01-09,1982,1,PIT,LAC,28,31
1983-01-09,1982,1,DAL,TB,30,17
1983-01-09,1982,1,MIN,ATL,30,24
1983-01-09,1982,1,CIN,NYJ,17,44
1983-01-15,1982,1,WSH,MIN,21,7
1983-01-15,1982,1,OAK,NYJ,14,17
1983-01-16,1982,1,DAL,GB,37,26
1983-01-16,1982,1,MIA,LAC,34,13
1983-01-22,1982,1,WSH,DAL,31,17
1983-01-23,1982,1,MIA,NYJ,14,0
1983-01-30,1982,1,WSH,MIA,27,17
1983-09-03,1983,0,SF,PHI,17,22
1983-09-04,1983,0,NO,ARI,28,17
1983-09-04,1983,0,NE,IND,23,29
1983-09-04,1983,0,TEN,GB,38,41
1983-09-04,1983,0,PIT,DEN,10,14
1983-09-04,1983,0,LAC,NYJ,29,41
1983-09-04,1983,0,KC,SEA,17,13
1983-09-04,1983,0,BUF,MIA,0,12
1983-09-04,1983,0,CHI,ATL,17,20
1983-09-04,1983,0,NYG,LAR,6,16
1983-09-04,1983,0,TB,DET,0,11
1983-09-04,1983,0,CLE,MIN,21,27
1983-09-04,1983,0,CIN,OAK,10,20
1983-09-05,1983,0,WSH,DAL,30,31
1983-09-08,1983,0,MIN,SF,17,48
1983-09-11,1983,0,LAR,NO,30,27
1983-09-11,1983,0,GB,PIT,21,25
1983-09-11,1983,0,MIA,NE,34,24
1983-09-11,1983,0,NYJ,SEA,10,17
1983-09-11,1983,0,IND,DEN,10,17
1983-09-11,1983,0,CHI,TB,17,10
1983-09-11,1983,0,ATL,NYG,13,16
1983-09-11,1983,0,DET,CLE,26,31
1983-09-11,1983,0,ARI,DAL,17,34
1983-09-11,1983,0,CIN,BUF,6,10
1983-09-11,1983,0,PHI,WSH,13,23
1983-09-11,1983,0,OAK,TEN,20,6
1983-09-12,1983,0,KC,LAC,14,17
1983-09-15,1983,0,CLE,CIN,17,7
1983-09-18,1983,0,WSH,KC,27,12
1983-09-18,1983,0,SEA,LAC,34,31
1983-09-18,1983,0,GB,LAR,27,24
1983-09-18,1983,0,BUF,IND,28,23
1983-09-18,1983,0,DET,ATL,14,30
1983-09-18,1983,0,ARI,SF,27,42
1983-09-18,1983,0,DAL,NYG,28,13
1983-09-18,1983,0,DEN,PHI,10,13
1983-09-18,1983,0,NE,NYJ,23,13
1983-09-18,1983,0,TB,MIN,16,19
1983-09-18,1983,0,NO,CHI,34,31
1983-09-18,1983,0,TEN,PIT,28,40
1983-09-19,1983,0,OAK,MIA,27,14
1983-09-25,1983,0,SEA,WSH,17,27
1983-09-25,1983,0,BUF,TEN,30,13
1983-09-25,1983,0,IND,CHI,22,19
1983-09-25,1983,0,DAL,NO,21,20
1983-09-25,1983,0,DEN,OAK,7,22
1983-09-25,1983,0,MIA,KC,14,6
1983-09-25,1983,0,MIN,DET,20,17
1983-09-25,1983,0,PHI,ARI,11,14
1983-09-25,1983,0,PIT,NE,23,28
1983-09-25,1983,0,SF,ATL,24,20
1983-09-25,1983,0,TB,CIN,17,23
1983-09-25,1983,0,NYJ,LAR,27,24
1983-09-25,1983,0,LAC,CLE,24,30
1983-09-26,1983,0,NYG,GB,27,3
1983-10-02,1983,0,GB,TB,55,14
1983-10-02,1983,0,WSH,OAK,37,35
1983-10-02,1983,0,LAR,DET,21,10
1983-10-02,1983,0,PIT,TEN,17,10
1983-10-02,1983,0,NE,SF,13,33
1983-10-02,1983,0,NO,MIA,17,7
1983-10-02,1983,0,KC,ARI,38,14
1983-10-02,1983,0,CLE,SEA,9,24
1983-10-02,1983,0,CIN,IND,31,34
1983-10-02,1983,0,CHI,DEN,31,14
1983-10-02,1983,0,ATL,PHI,24,28
1983-10-02,1983,0,MIN,DAL,24,37
1983-10-02,1983,0,NYG,LAC,34,41
1983-10-03,1983,0,BUF,NYJ,10,34
1983-10-09,1983,0,IND,NE,12,7
1983-10-09,1983,0,ARI,WSH,14,38
1983-10-09,1983,0,DAL,TB,27,24
1983-10-09,1983,0,SF,LAR,7,10
1983-10-09,1983,0,DET,GB,38,14
1983-10-09,1983,0,MIA,BUF,35,38
1983-10-09,1983,0,LAC,SEA,28,21
1983-10-09,1983,0,CLE,NYJ,10,7
1983-10-09,1983,0,NYG,PHI,13,17
1983-10-09,1983,0,TEN,DEN,14,26
1983-10-09,1983,0,OAK,KC,21,20
1983-10-09,1983,0,ATL,NO,17,19
1983-10-09,1983,0,CHI,MIN,14,23
1983-10-10,1983,0,CIN,PIT,14,24
1983-10-16,1983,0,DET,CHI,31,17
1983-10-16,1983,0,TB,ARI,27,34
1983-10-16,1983,0,SEA,OAK,38,36
1983-10-16,1983,0,PIT,CLE,44,17
1983-10-16,1983,0,NYJ,MIA,14,32
1983-10-16,1983,0,NO,SF,13,32
1983-10-16,1983,0,KC,NYG,38,17
1983-10-16,1983,0,DEN,CIN,24,17
1983-10-16,1983,0,DAL,PHI,37,7
1983-10-16,1983,0,IND,BUF,7,30
1983-10-16,1983,0,NE,LAC,37,21
1983-10-16,1983,0,LAR,ATL,27,21
1983-10-16,1983,0,MIN,TEN,34,14
1983-10-17,1983,0,GB,WSH,48,47
1983-10-23,1983,0,TB,NO,21,24
1983-10-23,1983,0,WSH,DET,38,17
1983-10-23,1983,0,SEA,PIT,21,27
1983-10-23,1983,0,DEN,LAC,14,6
1983-10-23,1983,0,BUF,NE,0,31
1983-10-23,1983,0,CIN,CLE,28,21
1983-10-23,1983,0,IND,MIA,7,21
1983-10-23,1983,0,DAL,OAK,38,40
1983-10-23,1983,0,GB,MIN,17,20
1983-10-23,1983,0,LAR,SF,35,45
1983-10-23,1983,0,NYJ,ATL,21,27
1983-10-23,1983,0,PHI,CHI,6,7
1983-10-23,1983,0,TEN,KC,10,13
1983-10-24,1983,0,ARI,NYG,20,20
1983-10-30,1983,0,DEN,KC,27,24
1983-10-30,1983,0,BUF,NO,27,21
1983-10-30,1983,0,ARI,MIN,41,31
1983-10-30,1983,0,ATL,NE,24,13
1983-10-30,1983,0,NYG,DAL,20,38
1983-10-30,1983,0,PHI,IND,21,22
1983-10-30,1983,0,CLE,TEN,25,19
1983-10-30,1983,0,CIN,GB,34,14
1983-10-30,1983,0,CHI,DET,17,38
1983-10-30,1983,0,OAK,SEA,21,34
1983-10-30,1983,0,MIA,LAR,30,14
1983-10-30,1983,0,PIT,TB,17,12
1983-10-30,1983,0,SF,NYJ,13,27
1983-10-31,1983,0,LAC,WSH,24,27
1983-11-06,1983,0,SEA,DEN,27,19
1983-11-06,1983,0,LAR,CHI,21,14
1983-11-06,1983,0,PIT,LAC,26,3
1983-11-06,1983,0,SF,MIA,17,20
1983-11-06,1983,0,WSH,ARI,45,7
1983-11-06,1983,0,NYJ,IND,14,17
1983-11-06,1983,0,TEN,CIN,14,55
1983-11-06,1983,0,MIN,TB,12,17
1983-11-06,1983,0,GB,CLE,35,21
1983-11-06,1983,0,NO,ATL,27,10
1983-11-06,1983,0,PHI,DAL,20,27
1983-11-06,1983,0,KC,OAK,20,28
1983-11-06,1983,0,NE,BUF,21,7
1983-11-07,1983,0,DET,NYG,15,9
1983-11-13,1983,0,MIN,GB,21,29
1983-11-13,1983,0,ARI,SEA,33,28
1983-11-13,1983,0,CHI,PHI,17,14
1983-11-13,1983,0,LAC,DAL,24,23
1983-11-13,1983,0,KC,CIN,20,15
1983-11-13,1983,0,NE,MIA,17,6
1983-11-13,1983,0,NYG,WSH,17,33
1983-11-13,1983,0,NYJ,BUF,17,24
1983-11-13,1983,0,SF,NO,27,0
1983-11-13,1983,0,OAK,DEN,22,20
1983-11-13,1983,0,TEN,DET,27,17
1983-11-13,1983,0,IND,PIT,13,24
1983-11-13,1983,0,CLE,TB,20,0
1983-11-14,1983,0,ATL,LAR,13,36
1983-11-20,1983,0,TB,CHI,0,27
1983-11-20,1983,0,ARI,LAC,44,14
1983-11-20,1983,0,ATL,SF,28,24
1983-11-20,1983,0,MIA,IND,37,0
1983-11-20,1983,0,BUF,OAK,24,27
1983-11-20,1983,0,CIN,TEN,38,10
1983-11-20,1983,0,DAL,KC,41,21
1983-11-20,1983,0,DEN,SEA,38,27
1983-11-20,1983,0,GB,DET,20,23
1983-11-20,1983,0,NE,CLE,0,30
1983-11-20,1983,0,PHI,NYG,0,23
1983-11-20,1983,0,PIT,MIN,14,17
1983-11-20,1983,0,LAR,WSH,20,42
1983-11-21,1983,0,NO,NYJ,28,31
1983-11-24,1983,0,DET,PIT,45,3
1983-11-24,1983,0,DAL,ARI,35,17
1983-11-27,1983,0,ATL,GB,47,41
1983-11-27,1983,0,NO,MIN,17,16
1983-11-27,1983,0,CHI,SF,13,3
1983-11-27,1983,0,CLE,IND,41,23
1983-11-27,1983,0,LAR,BUF,41,17
1983-11-27,1983,0,LAC,DEN,31,7
1983-11-27,1983,0,NYJ,NE,26,3
1983-11-27,1983,0,WSH,PHI,28,24
1983-11-27,1983,0,TB,TEN,33,24
1983-11-27,1983,0,SEA,KC,51,48
1983-11-27,1983,0,OAK,NYG,27,12
1983-11-28,1983,0,MIA,CIN,38,14
1983-12-01,1983,0,LAC,OAK,10,42
1983-12-04,1983,0,IND,NYJ,6,10
1983-12-04,1983,0,DEN,CLE,27,6
1983-12-04,1983,0,WSH,ATL,37,21
1983-12-04,1983,0,SF,TB,35,21
1983-12-04,1983,0,SEA,DAL,10,35
1983-12-04,1983,0,PIT,CIN,10,23
1983-12-04,1983,0,TEN,MIA,17,24
1983-12-04,1983,0,NYG,ARI,6,10
1983-12-04,1983,0,NE,NO,7,0
1983-12-04,1983,0,KC,BUF,9,14
1983-12-04,1983,0,GB,CHI,31,28
1983-12-04,1983,0,PHI,LAR,13,9
1983-12-05,1983,0,DET,MIN,13,2
1983-12-10,1983,0,NYJ,PIT,7,34
1983-12-10,1983,0,MIA,ATL,31,24
1983-12-11,1983,0,TEN,CLE,34,27
1983-12-11,1983,0,NYG,SEA,12,17
1983-12-11,1983,0,DEN,IND,21,19
1983-12-11,1983,0,DAL,WSH,10,31
1983-12-11,1983,0,LAR,NE,7,21
1983-12-11,1983,0,OAK,ARI,24,34
1983-12-11,1983,0,PHI,NO,17,20
1983-12-11,1983,0,BUF,SF,10,23
1983-12-11,1983,0,LAC,KC,41,38
1983-12-11,1983,0,MIN,CHI,13,19
1983-12-11,1983,0,CIN,DET,17,9
1983-12-12,1983,0,TB,GB,9,12
1983-12-16,1983,0,MIA,NYJ,34,14
1983-12-17,1983,0,WSH,NYG,31,22
1983-12-17,1983,0,MIN,CIN,20,14
1983-12-18,1983,0,SEA,NE,24,6
1983-12-18,1983,0,KC,DEN,48,17
1983-12-18,1983,0,DET,TB,23,20
1983-12-18,1983,0,IND,TEN,20,10
1983-12-18,1983,0,CLE,PIT,30,17
1983-12-18,1983,0,CHI,GB,23,21
1983-12-18,1983,0,ARI,PHI,31,7
1983-12-18,1983,0,ATL,BUF,31,14
1983-12-18,1983,0,OAK,LAC,30,14
1983-12-18,1983,0,NO,LAR,24,26
1983-12-19,1983,0,SF,DAL,42,17
1983-12-24,1983,1,SEA,DEN,31,7
1983-12-26,1983,1,DAL,LAR,17,24
1983-12-31,1983,1,MIA,SEA,20,27
1983-12-31,1983,1,SF,DET,24,23
1984-01-01,1983,1,OAK,PIT,38,10
1984-01-01,1983,1,WSH,LAR,51,7
1984-01-08,1983,1,OAK,SEA,30,14
1984-01-08,1983,1,WSH,SF,24,21
1984-01-22,1983,1,WSH,OAK,9,38
1984-09-02,1984,0,NYG,PHI,28,27
1984-09-02,1984,0,TEN,OAK,14,24
1984-09-02,1984,0,WSH,MIA,17,35
1984-09-02,1984,0,MIN,LAC,13,42
1984-09-02,1984,0,BUF,NE,17,21
1984-09-02,1984,0,CHI,TB,34,14
1984-09-02,1984,0,IND,NYJ,14,23
1984-09-02,1984,0,DET,SF,27,30
1984-09-02,1984,0,GB,ARI,24,23
1984-09-02,1984,0,NO,ATL,28,36
1984-09-02,1984,0,DEN,CIN,20,17
1984-09-02,1984,0,PIT,KC,27,37
1984-09-03,1984,0,SEA,CLE,33,0
1984-09-03,1984,0,LAR,DAL,13,20
1984-09-06,1984,0,NYJ,PIT,17,23
1984-09-09,1984,0,OAK,GB,28,7
1984-09-09,1984,0,PHI,MIN,19,17
1984-09-09,1984,0,LAR,CLE,20,17
1984-09-09,1984,0,ATL,DET,24,27
1984-09-09,1984,0,CHI,DEN,27,0
1984-09-09,1984,0,SEA,LAC,31,17
1984-09-09,1984,0,CIN,KC,22,27
1984-09-09,1984,0,ARI,BUF,37,7
1984-09-09,1984,0,MIA,NE,28,7
1984-09-09,1984,0,NO,TB,17,13
1984-09-09,1984,0,TEN,IND,21,35
1984-09-09,1984,0,NYG,DAL,28,7
1984-09-10,1984,0,SF,WSH,37,31
1984-09-16,1984,0,TB,DET,21,17
1984-09-16,1984,0,CLE,DEN,14,24
1984-09-16,1984,0,WSH,NYG,30,14
1984-09-16,1984,0,SF,NO,30,20
1984-09-16,1984,0,NYJ,CIN,43,23
1984-09-16,1984,0,PIT,LAR,24,14
1984-09-16,1984,0,LAC,TEN,31,14
1984-09-16,1984,0,MIN,ATL,27,20
1984-09-16,1984,0,KC,OAK,20,22
1984-09-16,1984,0,GB,CHI,7,9
1984-09-16,1984,0,DAL,PHI,23,17
1984-09-16,1984,0,IND,ARI,33,34
1984-09-16,1984,0,NE,SEA,38,23
1984-09-17,1984,0,BUF,MIA,17,21
1984-09-23,1984,0,DAL,GB,20,6
1984-09-23,1984,0,SEA,CHI,38,9
1984-09-23,1984,0,PHI,SF,9,21
1984-09-23,1984,0,NYG,TB,17,14
1984-09-23,1984,0,NE,WSH,10,26
1984-09-23,1984,0,NO,ARI,34,24
1984-09-23,1984,0,CLE,PIT,20,10
1984-09-23,1984,0,MIA,IND,44,7
1984-09-23,1984,0,DET,MIN,28,29
1984-09-23,1984,0,DEN,KC,21,0
1984-09-23,1984,0,BUF,NYJ,26,28
1984-09-23,1984,0,ATL,TEN,42,10
1984-09-23,1984,0,CIN,LAR,14,24
1984-09-24,1984,0,OAK,LAC,33,30
1984-09-30,1984,0,CHI,DAL,14,23
1984-09-30,1984,0,LAR,NYG,33,12
1984-09-30,1984,0,LAC,DET,27,24
1984-09-30,1984,0,ARI,MIA,28,36
1984-09-30,1984,0,IND,BUF,31,17
1984-09-30,1984,0,NYJ,NE,21,28
1984-09-30,1984,0,WSH,PHI,20,0
1984-09-30,1984,0,TB,GB,30,27
1984-09-30,1984,0,SF,ATL,14,5
1984-09-30,1984,0,TEN,NO,10,27
1984-09-30,1984,0,MIN,SEA,12,20
1984-09-30,1984,0,KC,CLE,10,6
1984-09-30,1984,0,DEN,OAK,16,13
1984-10-01,1984,0,PIT,CIN,38,17
1984-10-07,1984,0,BUF,PHI,17,27
1984-10-07,1984,0,LAR,ATL,28,30
1984-10-07,1984,0,PIT,MIA,7,31
1984-10-07,1984,0,GB,LAC,28,34
1984-10-07,1984,0,TB,MIN,35,31
1984-10-07,1984,0,OAK,SEA,28,14
1984-10-07,1984,0,KC,NYJ,16,17
1984-10-07,1984,0,DET,DEN,7,28
1984-10-07,1984,0,DAL,ARI,20,31
1984-10-07,1984,0,IND,WSH,7,35
1984-10-07,1984,0,CLE,NE,16,17
1984-10-07,1984,0,CIN,TEN,13,3
1984-10-07,1984,0,CHI,NO,20,7
1984-10-08,1984,0,NYG,SF,10,31
1984-10-14,1984,0,PHI,IND,16,7
1984-10-14,1984,0,ATL,NYG,7,19
1984-10-14,1984,0,CLE,NYJ,20,24
1984-10-14,1984,0,ARI,CHI,38,21
1984-10-14,1984,0,DET,TB,13,7
1984-10-14,1984,0,MIA,TEN,28,10
1984-10-14,1984,0,NE,CIN,20,14
1984-10-14,1984,0,OAK,MIN,23,20
1984-10-14,1984,0,SEA,BUF,31,28
1984-10-14,1984,0,SF,PIT,17,20
1984-10-14,1984,0,WSH,DAL,34,14
1984-10-14,1984,0,NO,LAR,10,28
1984-10-14,1984,0,KC,LAC,31,13
1984-10-15,1984,0,DEN,GB,17,14
1984-10-21,1984,0,LAC,OAK,37,44
1984-10-21,1984,0,NE,MIA,24,44
1984-10-21,1984,0,CIN,CLE,12,9
1984-10-21,1984,0,BUF,DEN,7,37
1984-10-21,1984,0,MIN,DET,14,16
1984-10-21,1984,0,GB,SEA,24,30
1984-10-21,1984,0,DAL,NO,30,27
1984-10-21,1984,0,ARI,WSH,26,24
1984-10-21,1984,0,IND,PIT,17,16
1984-10-21,1984,0,TB,CHI,9,44
1984-10-21,1984,0,PHI,NYG,24,10
1984-10-21,1984,0,TEN,SF,21,34
1984-10-21,1984,0,NYJ,KC,28,7
1984-10-22,1984,0,ATL,LAR,10,24
1984-10-28,1984,0,PIT,ATL,35,10
1984-10-28,1984,0,LAR,SF,0,33
1984-10-28,1984,0,CHI,MIN,16,7
1984-10-28,1984,0,CLE,NO,14,16
1984-10-28,1984,0,GB,DET,41,9
1984-10-28,1984,0,KC,TB,24,20
1984-10-28,1984,0,MIA,BUF,38,7
1984-10-28,1984,0,DAL,IND,22,3
1984-10-28,1984,0,NE,NYJ,30,20
1984-10-28,1984,0,NYG,WSH,37,13
1984-10-28,1984,0,TEN,CIN,13,31
1984-10-28,1984,0,PHI,ARI,14,34
1984-10-28,1984,0,OAK,DEN,19,22
1984-10-29,1984,0,LAC,SEA,0,24
1984-11-04,1984,0,ARI,LAR,13,16
1984-11-04,1984,0,DET,PHI,23,23
1984-11-04,1984,0,DEN,NE,26,19
1984-11-04,1984,0,NO,GB,13,23
1984-11-04,1984,0,NYJ,MIA,17,31
1984-11-04,1984,0,PIT,TEN,35,7
1984-11-04,1984,0,SEA,KC,45,0
1984-11-04,1984,0,MIN,TB,27,24
1984-11-04,1984,0,IND,LAC,10,38
1984-11-04,1984,0,SF,CIN,23,17
1984-11-04,1984,0,DAL,NYG,7,19
1984-11-04,1984,0,CHI,OAK,17,6
1984-11-04,1984,0,BUF,CLE,10,13
1984-11-05,1984,0,WSH,ATL,27,14
1984-11-11,1984,0,LAC,DEN,13,16
1984-11-11,1984,0,WSH,DET,28,14
1984-11-11,1984,0,TB,NYG,20,17
1984-11-11,1984,0,NE,BUF,38,10
1984-11-11,1984,0,MIA,PHI,24,23
1984-11-11,1984,0,KC,TEN,16,17
1984-11-11,1984,0,GB,MIN,45,17
1984-11-11,1984,0,ARI,DAL,17,24
1984-11-11,1984,0,CLE,SF,7,41
1984-11-11,1984,0,CIN,PIT,22,20
1984-11-11,1984,0,ATL,NO,13,17
1984-11-11,1984,0,NYJ,IND,5,9
1984-11-11,1984,0,LAR,CHI,29,13
1984-11-12,1984,0,SEA,OAK,17,14
1984-11-18,1984,0,IND,NE,17,50
1984-11-18,1984,0,CHI,DET,16,14
1984-11-18,1984,0,LAC,MIA,34,28
1984-11-18,1984,0,BUF,DAL,14,3
1984-11-18,1984,0,ATL,CLE,7,23
1984-11-18,1984,0,SF,TB,24,17
1984-11-18,1984,0,OAK,KC,17,7
1984-11-18,1984,0,DEN,MIN,42,21
1984-11-18,1984,0,NYG,ARI,16,10
1984-11-18,1984,0,TEN,NYJ,31,20
1984-11-18,1984,0,CIN,SEA,6,26
1984-11-18,1984,0,GB,LAR,31,6
1984-11-18,1984,0,PHI,WSH,16,10
1984-11-19,1984,0,NO,PIT,27,24
1984-11-22,1984,0,DAL,NE,20,17
1984-11-22,1984,0,DET,GB,31,28
1984-11-25,1984,0,PIT,LAC,52,24
1984-11-25,1984,0,WSH,BUF,41,14
1984-11-25,1984,0,TB,LAR,33,34
1984-11-25,1984,0,CLE,TEN,27,10
1984-11-25,1984,0,ARI,PHI,17,16
1984-11-25,1984,0,OAK,IND,21,7
1984-11-25,1984,0,NYG,KC,28,27
1984-11-25,1984,0,NO,SF,3,35
1984-11-25,1984,0,MIN,CHI,3,34
1984-11-25,1984,0,DEN,SEA,24,27
1984-11-25,1984,0,CIN,ATL,35,14
1984-11-26,1984,0,MIA,NYJ,28,17
1984-11-29,1984,0,MIN,WSH,17,31
1984-12-02,1984,0,NYJ,NYG,10,20
1984-12-02,1984,0,PHI,DAL,10,26
1984-12-02,1984,0,NE,ARI,10,33
1984-12-02,1984,0,LAR,NO,34,21
1984-12-02,1984,0,SEA,DET,38,17
1984-12-02,1984,0,BUF,IND,21,15
1984-12-02,1984,0,ATL,SF,17,35
1984-12-02,1984,0,CLE,CIN,17,20
1984-12-02,1984,0,GB,TB,27,14
1984-12-02,1984,0,KC,DEN,16,13
1984-12-02,1984,0,MIA,OAK,34,45
1984-12-02,1984,0,TEN,PIT,23,20
1984-12-03,1984,0,LAC,CHI,20,7
1984-12-08,1984,0,SF,MIN,51,7
1984-12-08,1984,0,NYJ,BUF,21,17
1984-12-09,1984,0,IND,MIA,17,35
1984-12-09,1984,0,NO,CIN,21,24
1984-12-09,1984,0,KC,SEA,34,7
1984-12-09,1984,0,DAL,WSH,28,30
1984-12-09,1984,0,ARI,NYG,31,21
1984-12-09,1984,0,TB,ATL,23,6
1984-12-09,1984,0,DEN,LAC,16,13
1984-12-09,1984,0,LAR,TEN,27,16
1984-12-09,1984,0,PIT,CLE,23,20
1984-12-09,1984,0,PHI,NE,27,17
1984-12-09,1984,0,CHI,GB,14,20
1984-12-10,1984,0,DET,OAK,3,24
1984-12-14,1984,0,SF,LAR,19,16
1984-12-15,1984,0,NYG,NO,3,10
1984-12-15,1984,0,SEA,DEN,14,31
1984-12-16,1984,0,TB,NYJ,41,21
1984-12-16,1984,0,LAC,KC,21,42
