Date,Season,Playoff,Team1,Team2,Score1,Score2
1973-09-30,1973,0,MIA,NE,44,23
1973-09-30,1973,0,PHI,WSH,7,28
1973-09-30,1973,0,SF,LAR,20,40
1973-09-30,1973,0,DEN,CHI,14,33
1973-09-30,1973,0,TEN,PIT,7,36
1973-09-30,1973,0,KC,OAK,16,3
1973-09-30,1973,0,DAL,ARI,45,10
1973-09-30,1973,0,CLE,NYG,12,10
1973-09-30,1973,0,BUF,NYJ,9,7
1973-09-30,1973,0,MIN,GB,11,3
1973-09-30,1973,0,LAC,CIN,13,20
1973-09-30,1973,0,IND,NO,14,10
1973-10-01,1973,0,DET,ATL,31,6
1973-10-07,1973,0,NYG,GB,14,16
1973-10-07,1973,0,ARI,OAK,10,17
1973-10-07,1973,0,NE,IND,24,16
1973-10-07,1973,0,NO,CHI,21,16
1973-10-07,1973,0,MIA,NYJ,31,3
1973-10-07,1973,0,KC,DEN,16,14
1973-10-07,1973,0,DET,MIN,9,23
1973-10-07,1973,0,CLE,CIN,17,10
1973-10-07,1973,0,BUF,PHI,27,26
1973-10-07,1973,0,ATL,SF,9,13
1973-10-07,1973,0,TEN,LAR,26,31
1973-10-07,1973,0,PIT,LAC,38,21
1973-10-08,1973,0,WSH,DAL,14,7
1973-10-14,1973,0,NYG,WSH,3,21
1973-10-14,1973,0,SF,MIN,13,17
1973-10-14,1973,0,TEN,DEN,20,48
1973-10-14,1973,0,NO,DET,20,13
1973-10-14,1973,0,GB,KC,10,10
1973-10-14,1973,0,ARI,PHI,24,27
1973-10-14,1973,0,CIN,PIT,19,7
1973-10-14,1973,0,BUF,IND,31,13
1973-10-14,1973,0,ATL,CHI,46,6
1973-10-14,1973,0,LAC,OAK,17,27
1973-10-14,1973,0,LAR,DAL,37,31
1973-10-14,1973,0,NE,NYJ,7,9
1973-10-15,1973,0,CLE,MIA,9,17
1973-10-21,1973,0,PIT,NYJ,26,14
1973-10-21,1973,0,CLE,TEN,42,13
1973-10-21,1973,0,DAL,NYG,45,28
1973-10-21,1973,0,DET,IND,27,29
1973-10-21,1973,0,MIA,BUF,27,6
1973-10-21,1973,0,CIN,KC,14,6
1973-10-21,1973,0,MIN,PHI,28,21
1973-10-21,1973,0,SF,NO,40,0
1973-10-21,1973,0,WSH,ARI,31,13
1973-10-21,1973,0,LAR,GB,24,7
1973-10-21,1973,0,LAC,ATL,0,41
1973-10-21,1973,0,CHI,NE,10,13
1973-10-22,1973,0,DEN,OAK,23,23
1973-10-28,1973,0,PIT,CIN,20,13
1973-10-28,1973,0,NYJ,DEN,28,40
1973-10-28,1973,0,NE,MIA,14,30
1973-10-28,1973,0,NO,WSH,19,3
1973-10-28,1973,0,MIN,LAR,10,9
1973-10-28,1973,0,CHI,TEN,35,14
1973-10-28,1973,0,SF,ATL,3,17
1973-10-28,1973,0,IND,OAK,21,34
1973-10-28,1973,0,ARI,NYG,35,27
1973-10-28,1973,0,DET,GB,34,0
1973-10-28,1973,0,CLE,LAC,16,16
1973-10-28,1973,0,PHI,DAL,30,16
1973-10-29,1973,0,BUF,KC,23,14
1973-11-04,1973,0,DAL,CIN,38,10
1973-11-04,1973,0,ATL,LAR,15,13
1973-11-04,1973,0,GB,CHI,17,31
1973-11-04,1973,0,ARI,DEN,17,17
1973-11-04,1973,0,IND,TEN,27,31
1973-11-04,1973,0,LAC,KC,0,19
1973-11-04,1973,0,PHI,NE,24,23
1973-11-04,1973,0,OAK,NYG,42,0
1973-11-04,1973,0,NO,BUF,13,0
1973-11-04,1973,0,MIN,CLE,26,3
1973-11-04,1973,0,DET,SF,30,20
1973-11-04,1973,0,NYJ,MIA,14,24
1973-11-05,1973,0,PIT,WSH,21,16
1973-11-11,1973,0,PHI,ATL,27,44
1973-11-11,1973,0,TEN,CLE,13,23
1973-11-11,1973,0,DEN,LAC,30,19
1973-11-11,1973,0,OAK,PIT,9,17
1973-11-11,1973,0,MIA,IND,44,0
1973-11-11,1973,0,LAR,NO,29,7
1973-11-11,1973,0,MIN,DET,28,7
1973-11-11,1973,0,GB,ARI,25,21
1973-11-11,1973,0,NYG,DAL,10,23
1973-11-11,1973,0,BUF,CIN,13,16
1973-11-11,1973,0,WSH,SF,33,9
1973-11-11,1973,0,NYJ,NE,33,13
1973-11-12,1973,0,KC,CHI,19,7
1973-11-18,1973,0,KC,TEN,38,14
1973-11-18,1973,0,WSH,IND,22,14
1973-11-18,1973,0,OAK,CLE,3,7
1973-11-18,1973,0,NYG,ARI,24,13
1973-11-18,1973,0,NE,GB,33,24
1973-11-18,1973,0,DAL,PHI,31,10
1973-11-18,1973,0,CIN,NYJ,20,14
1973-11-18,1973,0,LAC,NO,17,14
1973-11-18,1973,0,CHI,DET,7,30
1973-11-18,1973,0,BUF,MIA,0,17
1973-11-18,1973,0,PIT,DEN,13,23
1973-11-18,1973,0,LAR,SF,31,13
1973-11-19,1973,0,ATL,MIN,20,14
1973-11-22,1973,0,DET,WSH,0,20
1973-11-22,1973,0,DAL,MIA,7,14
1973-11-25,1973,0,NYJ,ATL,20,28
1973-11-25,1973,0,TEN,NE,0,32
1973-11-25,1973,0,PHI,NYG,20,16
1973-11-25,1973,0,IND,BUF,17,24
1973-11-25,1973,0,CIN,ARI,42,24
1973-11-25,1973,0,MIN,CHI,31,13
1973-11-25,1973,0,OAK,LAC,31,3
1973-11-25,1973,0,NO,LAR,13,24
1973-11-25,1973,0,DEN,KC,14,10
1973-11-25,1973,0,CLE,PIT,21,16
1973-11-26,1973,0,SF,GB,20,6
1973-12-02,1973,0,WSH,NYG,27,24
1973-12-02,1973,0,ATL,BUF,6,17
1973-12-02,1973,0,NE,LAC,30,14
1973-12-02,1973,0,ARI,DET,16,20
1973-12-02,1973,0,CIN,MIN,27,0
1973-12-02,1973,0,CHI,LAR,0,26
1973-12-02,1973,0,DEN,DAL,10,22
1973-12-02,1973,0,GB,NO,30,10
1973-12-02,1973,0,SF,PHI,38,28
1973-12-02,1973,0,TEN,OAK,6,17
1973-12-02,1973,0,NYJ,IND,20,17
1973-12-02,1973,0,KC,CLE,20,20
1973-12-03,1973,0,MIA,PIT,30,26
1973-12-08,1973,0,OAK,KC,37,7
1973-12-08,1973,0,GB,MIN,7,31
1973-12-09,1973,0,BUF,NE,37,13
1973-12-09,1973,0,PIT,TEN,33,7
1973-12-09,1973,0,PHI,NYJ,24,23
1973-12-09,1973,0,NO,SF,16,10
1973-12-09,1973,0,DET,CHI,40,7
1973-12-09,1973,0,IND,MIA,16,3
1973-12-09,1973,0,ATL,ARI,10,32
1973-12-09,1973,0,LAC,DEN,28,42
1973-12-09,1973,0,DAL,WSH,27,7
1973-12-09,1973,0,CIN,CLE,34,17
1973-12-10,1973,0,LAR,NYG,40,6
1973-12-15,1973,0,SF,PIT,14,37
1973-12-15,1973,0,MIA,DET,34,7
1973-12-16,1973,0,IND,NE,18,13
1973-12-16,1973,0,KC,LAC,33,6
1973-12-16,1973,0,LAR,CLE,30,17
1973-12-16,1973,0,WSH,PHI,38,20
1973-12-16,1973,0,OAK,DEN,21,17
1973-12-16,1973,0,TEN,CIN,24,27
1973-12-16,1973,0,NYJ,BUF,14,34
1973-12-16,1973,0,NYG,MIN,7,31
1973-12-16,1973,0,CHI,GB,0,21
1973-12-16,1973,0,ARI,DAL,3,30
1973-12-16,1973,0,ATL,NO,14,10
1973-12-22,1973,1,OAK,PIT,33,14
1973-12-22,1973,1,MIN,WSH,27,20
1973-12-23,1973,1,MIA,CIN,34,16
1973-12-23,1973,1,DAL,LAR,27,16
1973-12-30,1973,1,MIA,OAK,27,10
1973-12-30,1973,1,DAL,MIN,10,27
1974-01-13,1973,1,MIN,MIA,7,24
1974-09-15,1974,0,DEN,LAR,10,17
1974-09-15,1974,0,NO,SF,13,17
1974-09-15,1974,0,PIT,IND,30,0
1974-09-15,1974,0,NYG,WSH,10,13
1974-09-15,1974,0,NE,MIA,34,24
1974-09-15,1974,0,ATL,DAL,0,24
1974-09-15,1974,0,CHI,DET,17,9
1974-09-15,1974,0,TEN,LAC,21,14
1974-09-15,1974,0,CIN,CLE,33,7
1974-09-15,1974,0,ARI,PHI,7,3
1974-09-15,1974,0,GB,MIN,17,32
1974-09-15,1974,0,KC,NYJ,24,16
1974-09-16,1974,0,BUF,OAK,21,20
1974-09-22,1974,0,BUF,MIA,16,24
1974-09-22,1974,0,CIN,LAC,17,20
1974-09-22,1974,0,WSH,ARI,10,17
1974-09-22,1974,0,CHI,NYJ,21,23
1974-09-22,1974,0,LAR,NO,24,0
1974-09-22,1974,0,ATL,SF,10,16
1974-09-22,1974,0,OAK,KC,27,7
1974-09-22,1974,0,NYG,NE,20,28
1974-09-22,1974,0,DET,MIN,6,7
1974-09-22,1974,0,DEN,PIT,35,35
1974-09-22,1974,0,IND,GB,13,20
1974-09-22,1974,0,CLE,TEN,20,7
1974-09-23,1974,0,PHI,DAL,13,10
1974-09-29,1974,0,ARI,CLE,29,7
1974-09-29,1974,0,PIT,OAK,0,17
1974-09-29,1974,0,BUF,NYJ,16,12
1974-09-29,1974,0,LAC,MIA,21,28
1974-09-29,1974,0,SF,CIN,3,21
1974-09-29,1974,0,NE,LAR,20,14
1974-09-29,1974,0,PHI,IND,30,10
1974-09-29,1974,0,DAL,NYG,6,14
1974-09-29,1974,0,TEN,KC,7,17
1974-09-29,1974,0,NO,ATL,14,13
1974-09-29,1974,0,MIN,CHI,11,7
1974-09-29,1974,0,GB,DET,21,19
1974-09-30,1974,0,WSH,DEN,30,3
1974-10-06,1974,0,CIN,WSH,28,17
1974-10-06,1974,0,LAC,PHI,7,13
1974-10-06,1974,0,GB,BUF,7,27
1974-10-06,1974,0,LAR,DET,16,13
1974-10-06,1974,0,SF,ARI,9,34
1974-10-06,1974,0,TEN,PIT,7,13
1974-10-06,1974,0,NYG,ATL,7,14
1974-10-06,1974,0,NE,IND,42,3
1974-10-06,1974,0,KC,DEN,14,17
1974-10-06,1974,0,DAL,MIN,21,23
1974-10-06,1974,0,CLE,OAK,24,40
1974-10-06,1974,0,CHI,NO,24,10
1974-10-07,1974,0,MIA,NYJ,21,17
1974-10-13,1974,0,ATL,CHI,13,10
1974-10-13,1974,0,IND,BUF,14,27
1974-10-13,1974,0,CLE,CIN,24,34
1974-10-13,1974,0,ARI,DAL,31,28
1974-10-13,1974,0,DEN,NO,33,17
1974-10-13,1974,0,KC,PIT,24,34
1974-10-13,1974,0,MIN,TEN,51,10
1974-10-13,1974,0,NYJ,NE,0,24
1974-10-13,1974,0,PHI,NYG,35,7
1974-10-13,1974,0,LAC,OAK,10,14
1974-10-13,1974,0,WSH,MIA,20,17
1974-10-13,1974,0,GB,LAR,17,6
1974-10-14,1974,0,DET,SF,17,13
1974-10-20,1974,0,WSH,NYG,24,3
1974-10-20,1974,0,LAR,SF,37,14
1974-10-20,1974,0,DEN,LAC,27,7
1974-10-20,1974,0,MIA,KC,9,3
1974-10-20,1974,0,ATL,NO,3,13
1974-10-20,1974,0,BUF,NE,30,28
1974-10-20,1974,0,DAL,PHI,31,24
1974-10-20,1974,0,MIN,DET,16,20
1974-10-20,1974,0,NYJ,IND,20,35
1974-10-20,1974,0,TEN,ARI,27,31
1974-10-20,1974,0,PIT,CLE,20,16
1974-10-20,1974,0,OAK,CIN,30,27
1974-10-21,1974,0,CHI,GB,10,9
1974-10-27,1974,0,NYG,DAL,7,21
1974-10-27,1974,0,MIN,NE,14,17
1974-10-27,1974,0,LAC,KC,14,24
1974-10-27,1974,0,MIA,IND,17,7
1974-10-27,1974,0,BUF,CHI,16,6
1974-10-27,1974,0,NYJ,LAR,13,20
1974-10-27,1974,0,CIN,TEN,21,34
1974-10-27,1974,0,CLE,DEN,23,21
1974-10-27,1974,0,ARI,WSH,23,20
1974-10-27,1974,0,DET,GB,19,17
1974-10-27,1974,0,NO,PHI,14,10
1974-10-27,1974,0,SF,OAK,24,35
1974-10-28,1974,0,PIT,ATL,24,17
1974-11-03,1974,0,CHI,MIN,0,17
1974-11-03,1974,0,LAC,CLE,36,35
1974-11-03,1974,0,PIT,PHI,27,0
1974-11-03,1974,0,NYJ,TEN,22,27
1974-11-03,1974,0,NE,BUF,28,29
1974-11-03,1974,0,KC,NYG,27,33
1974-11-03,1974,0,GB,WSH,6,17
1974-11-03,1974,0,DET,NO,19,14
1974-11-03,1974,0,DEN,OAK,17,28
1974-11-03,1974,0,DAL,ARI,17,14
1974-11-03,1974,0,IND,CIN,14,24
1974-11-03,1974,0,MIA,ATL,42,7
1974-11-04,1974,0,SF,LAR,13,15
1974-11-10,1974,0,BUF,TEN,9,21
1974-11-10,1974,0,NYG,NYJ,20,26
1974-11-10,1974,0,NE,CLE,14,21
1974-11-10,1974,0,IND,DEN,6,17
1974-11-10,1974,0,DAL,SF,20,14
1974-11-10,1974,0,GB,CHI,20,3
1974-11-10,1974,0,NO,MIA,0,21
1974-11-10,1974,0,KC,LAC,7,14
1974-11-10,1974,0,CIN,PIT,17,10
1974-11-10,1974,0,PHI,WSH,20,27
1974-11-10,1974,0,OAK,DET,35,13
1974-11-10,1974,0,LAR,ATL,21,0
1974-11-11,1974,0,ARI,MIN,24,28
1974-11-17,1974,0,NO,LAR,20,7
1974-11-17,1974,0,TEN,CIN,20,3
1974-11-17,1974,0,WSH,DAL,28,21
1974-11-17,1974,0,OAK,LAC,17,10
1974-11-17,1974,0,PHI,ARI,3,13
1974-11-17,1974,0,NE,NYJ,16,21
1974-11-17,1974,0,MIN,GB,7,19
1974-11-17,1974,0,MIA,BUF,35,28
1974-11-17,1974,0,DET,NYG,20,19
1974-11-17,1974,0,CLE,PIT,16,26
1974-11-17,1974,0,CHI,SF,0,34
1974-11-17,1974,0,ATL,IND,7,17
1974-11-18,1974,0,DEN,KC,34,42
1974-11-24,1974,0,CIN,KC,33,6
1974-11-24,1974,0,OAK,DEN,17,20
1974-11-24,1974,0,LAR,MIN,20,17
1974-11-24,1974,0,IND,NE,17,27
1974-11-24,1974,0,GB,LAC,34,0
1974-11-24,1974,0,DET,CHI,34,17
1974-11-24,1974,0,CLE,BUF,10,15
1974-11-24,1974,0,WSH,PHI,26,7
1974-11-24,1974,0,SF,ATL,27,0
1974-11-24,1974,0,TEN,DAL,0,10
1974-11-24,1974,0,NYJ,MIA,17,14
1974-11-24,1974,0,NYG,ARI,21,23
1974-11-25,1974,0,NO,PIT,7,28
1974-11-28,1974,0,DAL,WSH,24,23
1974-11-28,1974,0,DET,DEN,27,31
1974-12-01,1974,0,CHI,NYG,16,13
1974-12-01,1974,0,NYJ,LAC,27,14
1974-12-01,1974,0,OAK,NE,41,26
1974-12-01,1974,0,PIT,TEN,10,13
1974-12-01,1974,0,PHI,GB,36,14
1974-12-01,1974,0,MIN,NO,29,9
1974-12-01,1974,0,ARI,KC,13,17
1974-12-01,1974,0,CLE,SF,7,0
1974-12-01,1974,0,BUF,IND,6,0
1974-12-01,1974,0,ATL,LAR,7,30
1974-12-02,1974,0,MIA,CIN,24,3
1974-12-07,1974,0,DAL,CLE,41,17
1974-12-07,1974,0,MIN,ATL,23,10
1974-12-08,1974,0,SF,GB,7,6
1974-12-08,1974,0,NYJ,BUF,20,10
1974-12-08,1974,0,NYG,PHI,7,20
1974-12-08,1974,0,CIN,DET,19,23
1974-12-08,1974,0,LAC,CHI,28,21
1974-12-08,1974,0,DEN,TEN,37,14
1974-12-08,1974,0,NE,PIT,17,21
1974-12-08,1974,0,NO,ARI,14,0
1974-12-08,1974,0,KC,OAK,6,7
1974-12-08,1974,0,IND,MIA,16,17
1974-12-09,1974,0,LAR,WSH,17,23
1974-12-14,1974,0,KC,MIN,15,35
1974-12-14,1974,0,OAK,DAL,27,23
1974-12-14,1974,0,PIT,CIN,27,3
1974-12-15,1974,0,WSH,CHI,42,0
1974-12-15,1974,0,LAC,DEN,17,0
1974-12-15,1974,0,ATL,GB,10,3
1974-12-15,1974,0,IND,NYJ,38,45
1974-12-15,1974,0,ARI,NYG,26,14
1974-12-15,1974,0,MIA,NE,34,27
1974-12-15,1974,0,PHI,DET,28,17
1974-12-15,1974,0,SF,NO,35,21
1974-12-15,1974,0,LAR,BUF,19,14
1974-12-15,1974,0,TEN,CLE,28,24
1974-12-21,1974,1,MIN,ARI,30,14
1974-12-21,1974,1,OAK,MIA,28,26
1974-12-22,1974,1,LAR,WSH,19,10
1974-12-22,1974,1,PIT,BUF,32,14
1974-12-29,1974,1,MIN,LAR,14,10
1974-12-29,1974,1,OAK,PIT,13,24
1975-01-12,1974,1,PIT,MIN,16,6
1975-09-21,1975,0,WSH,NO,41,3
1975-09-21,1975,0,DEN,KC,37,33
1975-09-21,1975,0,PHI,NYG,14,23
1975-09-21,1975,0,ARI,ATL,23,20
1975-09-21,1975,0,CIN,CLE,24,17
1975-09-21,1975,0,CHI,IND,7,35
1975-09-21,1975,0,BUF,NYJ,42,14
1975-09-21,1975,0,MIN,SF,27,17
1975-09-21,1975,0,NE,TEN,0,7
1975-09-21,1975,0,LAC,PIT,0,37
1975-09-21,1975,0,GB,DET,16,30
1975-09-21,1975,0,DAL,LAR,18,7
1975-09-22,1975,0,MIA,OAK,21,31
1975-09-28,1975,0,NE,MIA,14,22
1975-09-28,1975,0,WSH,NYG,49,13
1975-09-28,1975,0,PIT,BUF,21,30
1975-09-28,1975,0,TEN,LAC,33,17
1975-09-28,1975,0,NO,CIN,0,21
1975-09-28,1975,0,KC,NYJ,24,30
1975-09-28,1975,0,DAL,ARI,37,31
1975-09-28,1975,0,IND,OAK,20,31
1975-09-28,1975,0,CLE,MIN,10,42
1975-09-28,1975,0,CHI,PHI,15,13
1975-09-28,1975,0,ATL,DET,14,17
1975-09-28,1975,0,SF,LAR,14,23
1975-09-29,1975,0,DEN,GB,23,13
1975-10-05,1975,0,ARI,NYG,26,14
1975-10-05,1975,0,CLE,PIT,6,42
1975-10-05,1975,0,BUF,DEN,38,14
1975-10-05,1975,0,ATL,NO,14,7
1975-10-05,1975,0,MIN,CHI,28,3
1975-10-05,1975,0,LAR,IND,24,13
1975-10-05,1975,0,TEN,CIN,19,21
1975-10-05,1975,0,NYJ,NE,36,7
1975-10-05,1975,0,PHI,WSH,26,10
1975-10-05,1975,0,LAC,OAK,0,6
1975-10-05,1975,0,KC,SF,3,20
1975-10-05,1975,0,GB,MIA,7,31
1975-10-06,1975,0,DET,DAL,10,36
1975-10-12,1975,0,SF,ATL,3,17
1975-10-12,1975,0,NYG,DAL,7,13
1975-10-12,1975,0,NO,GB,20,19
1975-10-12,1975,0,LAC,LAR,10,13
1975-10-12,1975,0,PIT,DEN,20,9
1975-10-12,1975,0,CIN,NE,27,10
1975-10-12,1975,0,CLE,TEN,10,40
1975-10-12,1975,0,IND,BUF,31,38
1975-10-12,1975,0,DET,CHI,27,7
1975-10-12,1975,0,KC,OAK,42,10
1975-10-12,1975,0,MIA,PHI,24,16
1975-10-12,1975,0,MIN,NYJ,29,21
1975-10-13,1975,0,WSH,ARI,27,17
1975-10-19,1975,0,ARI,PHI,31,20
1975-10-19,1975,0,LAR,ATL,22,7
1975-10-19,1975,0,PIT,CHI,34,3
1975-10-19,1975,0,TEN,WSH,13,10
1975-10-19,1975,0,DAL,GB,17,19
1975-10-19,1975,0,CIN,OAK,14,10
1975-10-19,1975,0,NYJ,MIA,0,43
1975-10-19,1975,0,SF,NO,35,21
1975-10-19,1975,0,NE,IND,21,10
1975-10-19,1975,0,MIN,DET,25,19
1975-10-19,1975,0,DEN,CLE,16,15
1975-10-19,1975,0,LAC,KC,10,12
1975-10-20,1975,0,BUF,NYG,14,17
1975-10-25,1975,0,NYG,ARI,13,20
1975-10-26,1975,0,TEN,DET,24,8
1975-10-26,1975,0,NYJ,IND,28,45
1975-10-26,1975,0,LAR,NO,38,14
1975-10-26,1975,0,PHI,DAL,17,20
1975-10-26,1975,0,OAK,LAC,25,0
1975-10-26,1975,0,NE,SF,24,16
1975-10-26,1975,0,ATL,CIN,14,21
1975-10-26,1975,0,BUF,MIA,30,35
1975-10-26,1975,0,CLE,WSH,7,23
1975-10-26,1975,0,KC,DEN,26,13
1975-10-26,1975,0,GB,PIT,13,16
1975-10-27,1975,0,CHI,MIN,9,13
1975-11-01,1975,0,NYG,LAC,35,24
1975-11-02,1975,0,KC,TEN,13,17
1975-11-02,1975,0,CHI,MIA,13,46
1975-11-02,1975,0,CIN,PIT,24,30
1975-11-02,1975,0,ARI,NE,24,17
1975-11-02,1975,0,DEN,OAK,17,42
1975-11-02,1975,0,GB,MIN,17,28
1975-11-02,1975,0,NO,ATL,23,7
1975-11-02,1975,0,NYJ,BUF,23,24
1975-11-02,1975,0,SF,DET,17,28
1975-11-02,1975,0,WSH,DAL,30,24
1975-11-02,1975,0,IND,CLE,21,7
1975-11-03,1975,0,PHI,LAR,3,42
1975-11-09,1975,0,LAC,NE,19,33
1975-11-09,1975,0,LAR,SF,23,24
1975-11-09,1975,0,DEN,CIN,16,17
1975-11-09,1975,0,BUF,IND,35,42
1975-11-09,1975,0,MIA,NYJ,27,7
1975-11-09,1975,0,CHI,GB,27,14
1975-11-09,1975,0,OAK,NO,48,10
1975-11-09,1975,0,PIT,TEN,24,17
1975-11-09,1975,0,PHI,ARI,23,24
1975-11-09,1975,0,NYG,WSH,13,21
1975-11-09,1975,0,MIN,ATL,38,0
1975-11-09,1975,0,DET,CLE,21,10
1975-11-10,1975,0,DAL,KC,31,34
1975-11-16,1975,0,IND,NYJ,52,19
1975-11-16,1975,0,NYG,PHI,10,13
1975-11-16,1975,0,TEN,MIA,20,19
1975-11-16,1975,0,NE,DAL,31,34
1975-11-16,1975,0,PIT,KC,28,3
1975-11-16,1975,0,ATL,LAR,7,16
1975-11-16,1975,0,LAC,DEN,17,27
1975-11-16,1975,0,OAK,CLE,38,17
1975-11-16,1975,0,SF,CHI,31,3
1975-11-16,1975,0,ARI,WSH,20,17
1975-11-16,1975,0,DET,GB,13,10
1975-11-16,1975,0,NO,MIN,7,20
1975-11-17,1975,0,CIN,BUF,33,24
1975-11-23,1975,0,NYJ,ARI,6,37
1975-11-23,1975,0,LAR,CHI,38,10
1975-11-23,1975,0,MIN,LAC,28,13
1975-11-23,1975,0,WSH,OAK,23,26
1975-11-23,1975,0,NO,SF,6,16
1975-11-23,1975,0,MIA,IND,17,33
1975-11-23,1975,0,KC,DET,24,21
1975-11-23,1975,0,GB,NYG,40,14
1975-11-23,1975,0,DAL,PHI,27,17
1975-11-23,1975,0,CLE,CIN,35,23
1975-11-23,1975,0,BUF,NE,45,31
1975-11-23,1975,0,ATL,DEN,35,21
1975-11-24,1975,0,TEN,PIT,9,32
1975-11-27,1975,0,DET,LAR,0,20
1975-11-27,1975,0,ARI,BUF,14,32
1975-11-30,1975,0,OAK,ATL,37,34
1975-11-30,1975,0,DEN,LAC,13,10
1975-11-30,1975,0,DAL,NYG,14,3
1975-11-30,1975,0,CLE,NO,17,16
1975-11-30,1975,0,CIN,TEN,23,19
1975-11-30,1975,0,IND,KC,28,14
1975-11-30,1975,0,WSH,MIN,31,30
1975-11-30,1975,0,PHI,SF,27,17
1975-11-30,1975,0,NYJ,PIT,7,20
1975-11-30,1975,0,GB,CHI,28,7
1975-12-01,1975,0,MIA,NE,20,7
1975-12-07,1975,0,MIA,BUF,31,21
1975-12-07,1975,0,ATL,WSH,27,30
1975-12-07,1975,0,KC,LAC,20,28
1975-12-07,1975,0,PHI,CIN,0,31
1975-12-07,1975,0,ARI,DAL,31,17
1975-12-07,1975,0,NO,LAR,7,14
1975-12-07,1975,0,NE,NYJ,28,30
1975-12-07,1975,0,MIN,GB,24,3
1975-12-07,1975,0,CHI,DET,25,21
1975-12-07,1975,0,SF,TEN,13,27
1975-12-07,1975,0,PIT,CLE,31,17
1975-12-07,1975,0,NYG,IND,0,21
1975-12-08,1975,0,OAK,DEN,17,10
1975-12-13,1975,0,PIT,CIN,35,14
1975-12-13,1975,0,DAL,WSH,31,10
1975-12-14,1975,0,DET,MIN,17,10
1975-12-14,1975,0,LAR,GB,22,5
1975-12-14,1975,0,IND,MIA,10,7
1975-12-14,1975,0,OAK,TEN,26,27
1975-12-14,1975,0,NYG,NO,28,14
1975-12-14,1975,0,NE,BUF,14,34
1975-12-14,1975,0,DEN,PHI,25,10
1975-12-14,1975,0,CLE,KC,40,14
1975-12-14,1975,0,CHI,ARI,20,34
1975-12-14,1975,0,ATL,SF,31,9
1975-12-15,1975,0,LAC,NYJ,24,16
1975-12-20,1975,0,BUF,MIN,13,35
1975-12-20,1975,0,LAR,PIT,10,3
1975-12-20,1975,0,MIA,DEN,14,13
1975-12-21,1975,0,TEN,CLE,21,10
1975-12-21,1975,0,SF,NYG,23,26
1975-12-21,1975,0,CIN,LAC,47,17
1975-12-21,1975,0,NYJ,DAL,21,31
1975-12-21,1975,0,NO,CHI,17,42
1975-12-21,1975,0,GB,ATL,22,13
1975-12-21,1975,0,DET,ARI,13,24
1975-12-21,1975,0,IND,NE,34,21
1975-12-21,1975,0,OAK,KC,28,20
1975-12-21,1975,0,WSH,PHI,3,26
1975-12-27,1975,1,PIT,IND,28,10
1975-12-27,1975,1,LAR,ARI,35,23
1975-12-28,1975,1,MIN,DAL,14,17
1975-12-28,1975,1,OAK,CIN,31,28
1976-01-04,1975,1,PIT,OAK,16,10
1976-01-04,1975,1,LAR,DAL,7,37
1976-01-18,1975,1,PIT,DAL,21,17
1976-09-12,1976,0,GB,SF,14,26
1976-09-12,1976,0,KC,LAC,16,30
1976-09-12,1976,0,NE,IND,13,27
1976-09-12,1976,0,WSH,NYG,19,17
1976-09-12,1976,0,SEA,ARI,24,30
1976-09-12,1976,0,OAK,PIT,31,28
1976-09-12,1976,0,NO,MIN,9,40
1976-09-12,1976,0,CHI,DET,10,3
1976-09-12,1976,0,ATL,LAR,14,30
1976-09-12,1976,0,DAL,PHI,27,7
1976-09-12,1976,0,CLE,NYJ,38,17
1976-09-12,1976,0,CIN,DEN,17,7
1976-09-12,1976,0,TEN,TB,20,0
1976-09-13,1976,0,BUF,MIA,21,30
1976-09-19,1976,0,NO,DAL,6,24
1976-09-19,1976,0,MIN,LAR,10,10
1976-09-19,1976,0,PHI,NYG,20,7
1976-09-19,1976,0,TB,LAC,0,23
1976-09-19,1976,0,WSH,SEA,31,7
1976-09-19,1976,0,SF,CHI,12,19
1976-09-19,1976,0,PIT,CLE,31,14
1976-09-19,1976,0,NE,MIA,30,14
1976-09-19,1976,0,DET,ATL,24,10
1976-09-19,1976,0,DEN,NYJ,46,3
1976-09-19,1976,0,ARI,GB,29,0
1976-09-19,1976,0,IND,CIN,28,27
1976-09-19,1976,0,BUF,TEN,3,13
1976-09-20,1976,0,KC,OAK,21,24
1976-09-26,1976,0,CHI,ATL,0,10
1976-09-26,1976,0,DET,MIN,9,10
1976-09-26,1976,0,LAC,ARI,43,24
1976-09-26,1976,0,PIT,NE,27,30
1976-09-26,1976,0,KC,NO,17,27
1976-09-26,1976,0,MIA,NYJ,16,0
1976-09-26,1976,0,TB,BUF,9,14
1976-09-26,1976,0,SEA,SF,21,37
1976-09-26,1976,0,LAR,NYG,24,10
1976-09-26,1976,0,TEN,OAK,13,14
1976-09-26,1976,0,DAL,IND,30,27
1976-09-26,1976,0,CIN,GB,28,7
1976-09-26,1976,0,DEN,CLE,44,13
1976-09-27,1976,0,PHI,WSH,17,20
1976-10-03,1976,0,GB,DET,24,14
1976-10-03,1976,0,DEN,LAC,26,0
1976-10-03,1976,0,SF,NYJ,17,6
1976-10-03,1976,0,SEA,DAL,13,28
1976-10-03,1976,0,NE,OAK,48,17
1976-10-03,1976,0,NO,TEN,26,31
1976-10-03,1976,0,ARI,NYG,27,21
1976-10-03,1976,0,MIA,LAR,28,31
1976-10-03,1976,0,IND,TB,42,17
1976-10-03,1976,0,CHI,WSH,33,7
